7.19761e+07;2.04607e+07;;8.48117e+07;2.41094e+07;
7.27019e+07;2.48198e+07;;8.53882e+07;2.91508e+07;
7.33897e+07;2.91301e+07;;8.56999e+07;3.40163e+07;
7.3952e+07;3.33857e+07;;8.57657e+07;3.8719e+07;
7.43677e+07;3.75719e+07;;8.54831e+07;4.31876e+07;
7.47825e+07;4.18017e+07;;8.50536e+07;4.75429e+07;
7.44999e+07;4.56656e+07;;8.43899e+07;5.17277e+07;
7.38495e+07;4.93069e+07;;8.35121e+07;5.57583e+07;
7.30766e+07;5.2868e+07;;8.22908e+07;5.95341e+07;
7.22418e+07;5.64157e+07;;8.06877e+07;6.30114e+07;
7.13127e+07;5.99368e+07;;7.88309e+07;6.62556e+07;
6.87689e+07;6.2061e+07;;7.66135e+07;6.91405e+07;
6.60749e+07;6.37297e+07;;7.42458e+07;7.16106e+07;
6.27664e+07;6.57318e+07;;7.09713e+07;7.43244e+07;
5.98343e+07;6.70786e+07;;6.80661e+07;7.63071e+07;
5.67338e+07;6.833e+07;;6.48938e+07;7.81579e+07;
5.35265e+07;6.94308e+07;;6.14968e+07;7.97692e+07;
5.02176e+07;7.03774e+07;;5.78543e+07;8.10797e+07;
4.68086e+07;7.11729e+07;;5.39468e+07;8.20265e+07;
4.32919e+07;7.18148e+07;;4.98664e+07;8.27209e+07;
3.96657e+07;7.23066e+07;;4.56338e+07;8.31858e+07;
3.59183e+07;7.26406e+07;;4.13297e+07;8.35846e+07;
3.18745e+07;7.2428e+07;;3.68299e+07;8.36882e+07;
2.76749e+07;7.1889e+07;;3.21252e+07;8.34491e+07;
2.33276e+07;7.09756e+07;;2.72911e+07;8.30346e+07;
1.89029e+07;6.98395e+07;;2.22921e+07;8.23614e+07;
1.44103e+07;6.84875e+07;;1.7126e+07;8.13943e+07;
9.85259e+06;6.69124e+07;;1.17961e+07;8.01116e+07;
5.24537e+06;6.51188e+07;;6.32979e+06;7.85813e+07;
753367;6.30986e+07;;915427;7.6672e+07;
-4.23146e+06;6.0855e+07;;-5.16926e+06;7.4342e+07;
-8.9729e+06;5.84072e+07;;-1.09997e+07;7.16003e+07;
-1.37686e+07;5.56873e+07;;-1.69194e+07;6.84304e+07;
-1.85807e+07;5.27496e+07;;-2.28375e+07;6.48346e+07;
-2.34035e+07;4.95704e+07;;-2.87137e+07;6.08177e+07;
-2.82146e+07;4.61572e+07;;-3.44889e+07;5.64215e+07;
-3.29809e+07;4.24807e+07;;-4.01653e+07;5.17344e+07;
-3.7666e+07;3.85535e+07;;-4.57165e+07;4.67937e+07;
-4.23446e+07;3.4471e+07;;-5.11452e+07;4.16352e+07;
-4.69537e+07;3.01838e+07;;-5.63464e+07;3.62218e+07;
-5.13756e+07;2.56497e+07;;-6.12688e+07;3.0589e+07;
-5.56469e+07;2.09287e+07;;-6.57252e+07;2.47191e+07;
-5.97037e+07;1.60366e+07;;-6.96783e+07;1.87158e+07;
-6.35313e+07;1.10017e+07;;-7.31691e+07;1.26706e+07;
-6.55388e+07;5.72185e+06;;-7.61713e+07;6.65011e+06;
-6.70343e+07;607339;;-7.86158e+07;712269;
-6.83515e+07;-4.33569e+06;;-8.05685e+07;-5.11064e+06;
-6.9532e+07;-9.10329e+06;;-8.21908e+07;-1.07606e+07;
-7.05731e+07;-1.37264e+07;;-8.34301e+07;-1.62271e+07;
-7.14976e+07;-1.82334e+07;;-8.44212e+07;-2.15292e+07;
-7.23089e+07;-2.26412e+07;;-8.50827e+07;-2.66409e+07;
-7.3017e+07;-2.69725e+07;;-8.55298e+07;-3.15947e+07;
-7.36269e+07;-3.1245e+07;;-8.56964e+07;-3.63669e+07;
-7.41411e+07;-3.54772e+07;;-8.5637e+07;-4.09781e+07;
-7.45625e+07;-3.96866e+07;;-8.52592e+07;-4.538e+07;
-7.47608e+07;-4.38139e+07;;-8.47227e+07;-4.96521e+07;
-7.41361e+07;-4.74712e+07;;-8.39045e+07;-5.37262e+07;
-7.34316e+07;-5.10726e+07;;-8.28832e+07;-5.76464e+07;
-7.26444e+07;-5.46345e+07;;-8.15173e+07;-6.13077e+07;
-7.18386e+07;-5.82274e+07;;-7.98376e+07;-6.47108e+07;
-7.01592e+07;-6.11241e+07;;-7.78062e+07;-6.77863e+07;
-6.74407e+07;-6.29974e+07;;-7.54675e+07;-7.04953e+07;
-6.39052e+07;-6.53027e+07;;-7.20503e+07;-7.36259e+07;
-6.13999e+07;-6.64721e+07;;-6.96226e+07;-7.53741e+07;
-5.83314e+07;-6.77525e+07;;-6.65216e+07;-7.72654e+07;
-5.51872e+07;-6.89426e+07;;-6.32804e+07;-7.90529e+07;
-5.19052e+07;-6.99369e+07;;-5.97504e+07;-8.05075e+07;
-4.8541e+07;-7.07998e+07;;-5.59535e+07;-8.16113e+07;
-4.50655e+07;-7.14986e+07;;-5.19331e+07;-8.23943e+07;
-4.14988e+07;-7.20688e+07;;-4.77693e+07;-8.29584e+07;
-3.78131e+07;-7.24815e+07;;-4.34984e+07;-8.33793e+07;
-3.39264e+07;-7.25702e+07;;-3.91195e+07;-8.36784e+07;
-2.98153e+07;-7.22275e+07;;-3.45035e+07;-8.35847e+07;
-2.55182e+07;-7.14522e+07;;-2.97326e+07;-8.32527e+07;
-2.11306e+07;-7.04281e+07;;-2.48264e+07;-8.27462e+07;
-1.66702e+07;-6.91851e+07;;-1.97313e+07;-8.18895e+07;
-1.21421e+07;-6.77219e+07;;-1.4482e+07;-8.07723e+07;
-7.55524e+06;-6.60382e+07;;-9.0816e+06;-7.93797e+07;
-2.93648e+06;-6.41312e+07;;-3.55667e+06;-7.76757e+07;
1.90891e+06;-6.20327e+07;;2.32617e+06;-7.55921e+07;
6.60272e+06;-5.96564e+07;;8.08348e+06;-7.30353e+07;
1.13756e+07;-5.7068e+07;;1.39656e+07;-7.00611e+07;
1.6185e+07;-5.4239e+07;;1.98968e+07;-6.66779e+07;
2.10058e+07;-5.11829e+07;;2.58043e+07;-6.28749e+07;
2.58284e+07;-4.78809e+07;;3.16462e+07;-5.86661e+07;
3.06309e+07;-4.43505e+07;;3.73596e+07;-5.4093e+07;
3.5345e+07;-4.05219e+07;;4.29878e+07;-4.92842e+07;
4.00251e+07;-3.65177e+07;;4.8486e+07;-4.42372e+07;
4.46894e+07;-3.23482e+07;;5.37916e+07;-3.89368e+07;
4.92085e+07;-2.79311e+07;;5.88769e+07;-3.3419e+07;
5.35526e+07;-2.32998e+07;;6.35616e+07;-2.76546e+07;
5.77153e+07;-1.84902e+07;;6.77505e+07;-2.17052e+07;
6.16557e+07;-1.35268e+07;;7.14894e+07;-1.56843e+07;
6.47283e+07;-8.35278e+06;;7.47141e+07;-9.64138e+06;
6.63042e+07;-3.1311e+06;;7.74632e+07;-3.65807e+06;
6.77153e+07;1.89721e+06;;7.96537e+07;2.23169e+06;
6.89611e+07;6.73641e+06;;8.14588e+07;7.95723e+06;
7.00736e+07;1.14279e+07;;8.28539e+07;1.35121e+07;
7.1054e+07;1.59875e+07;;8.39505e+07;1.88892e+07;
7.1923e+07;2.04418e+07;;8.47933e+07;2.40997e+07;
