220351000000;218631000000;81076600000;0.267883;0;0;;237243000000;63057100000;0;235391000000;0;81076600000;;299381000000;173253000000;81076600000
216871000000;217848000000;78913600000;0.251262;0;0.006954;;231558000000;58451700000;-406474000;232632000000;-1617730000;78924800000;;290559000000;173648000000;78907400000
211192000000;213038000000;83154200000;0.270946;0.000532;0.000984;;228082000000;62338800000;-182687000;230077000000;-259486000;83154600000;;291427000000;166733000000;83154000000
206001000000;204183000000;85165300000;0.283777;-0.003107;0.001277;;223874000000;62968100000;615083000;221895000000;-87834300;85167300000;;285861000000;159912000000;85163300000
212537000000;215113000000;79488600000;0.248338;0.000154;0.000172;;226687000000;56977400000;-44714800;229434000000;-48340400;79488600000;;285055000000;171067000000;79488600000
210357000000;212202000000;85209700000;0.29024;-4.4E-05;-0.000129;;229893000000;67309400000;18736900;231910000000;32780100;85209700000;;298218000000;163584000000;85209700000
210772000000;214386000000;85426500000;0.286066;0.000758;0.000519;;229909000000;66897000000;-208890000;233851000000;-172011000;85426700000;;298806000000;164954000000;85426400000
208475000000;204285000000;85560600000;0.289778;0;0.000346;;227167000000;64505100000;-22301200;222602000000;-76959600;85560600000;;289430000000;160339000000;85560500000
210299000000;210763000000;83637200000;0.281729;-0.001234;0.000774;;228474000000;64509200000;231922000;228977000000;-97700800;83637600000;;293235000000;164216000000;83636900000
224457000000;223449000000;81117200000;0.269655;0.000913;7.9E-05;;241973000000;64956300000;-226077000;240886000000;-78248200;81117400000;;306388000000;176471000000;81117100000
208517000000;208858000000;83172900000;0.275885;0;0.011534;;225732000000;62398700000;-719732000;226176000000;-2608810000;83202900000;;288380000000;163577000000;83153800000
220314000000;219174000000;82176500000;0.275176;-0.00021;0.000552;;238262000000;65224800000;13929000;237029000000;-117257000;82176500000;;302874000000;172418000000;82176400000
210980000000;213480000000;80547000000;0.256798;-0.003973;0.00817;;226067000000;58732300000;418348000;228776000000;-1635740000;80562000000;;286173000000;168697000000;80534700000
210732000000;209790000000;86889500000;0.299016;-0.001265;-2.7E-05;;231324000000;68860100000;294490000;230288000000;93418900;86889800000;;299668000000;161944000000;86889200000
214312000000;217179000000;85853000000;0.294549;0;0.008573;;234975000000;70150800000;-601405000;238163000000;-2041780000;85870500000;;306754000000;166412000000;85842100000
214801000000;216890000000;83718600000;0.281865;0;0;;233535000000;66465800000;0;235807000000;0;83718600000;;301147000000;168196000000;83718600000
225171000000;219528000000;79643600000;0.264655;0;0.019501;;241693000000;62427500000;-1217400000;235883000000;-4599960000;79733300000;;301357000000;176357000000;79595100000
215320000000;213923000000;85733200000;0.295961;0;0;;235844000000;69347800000;0;234314000000;0;85733200000;;304431000000;165727000000;85733200000
215051000000;208446000000;87032500000;0.304995;0.00011;-1.8E-05;;236363000000;69875200000;-24667500;229103000000;-3592260;87032500000;;302703000000;162764000000;87032500000
212573000000;212487000000;84246600000;0.283418;0.002183;-0.002222;;231133000000;65478900000;-359013000;231040000000;370387000;84248200000;;296565000000;165611000000;84244900000
215598000000;211535000000;86061200000;0.294301;0;0.024584;;235654000000;68147300000;-1675340000;231557000000;-5692620000;86201200000;;301907000000;165534000000;85970300000
221408000000;213556000000;81866100000;0.273538;0;0.06937;;238866000000;63822900000;-4427410000;233324000000;-16185700000;82989000000;;300931000000;173024000000;81223800000
216451000000;213410000000;83281300000;0.281174;0;0;;234750000000;65078100000;0;231451000000;0;83281300000;;298199000000;168001000000;83281300000
220600000000;219997000000;81327700000;0.271022;0;0;;238037000000;64336800000;0;237386000000;0;81327700000;;302049000000;173374000000;81327700000
214942000000;207724000000;84254600000;0.290238;0.001311;-0.000799;;233992000000;65632200000;-254282000;226133000000;94634600;84255000000;;295812000000;164314000000;84254200000
216553000000;209995000000;82231700000;0.274389;-0.01572;0.007319;;233735000000;62131800000;3219570000;226540000000;-681260000;82287300000;;292390000000;167987000000;82185200000
